Financial Year,Agriculture & Allied Services (in Rs. Cr.) at 2004-05 Prices,Agriculture (in Rs. Cr.) at 2004-05 Prices,Industry (in Rs. Cr.) at 2004-05 Prices,Mining and Quarrying (in Rs. Cr.) at 2004-05 Prices,Manufacturing (in Rs. Cr.) at 2004-05 Prices,Services (in Rs. Cr.) at 2004-05 Prices
1980-81,296556.2,248259.84,219295.64,23402.52,119383.12,314351.68
1980-81,296818.5,248490.7,219623.7,23459.6,119565.1,314663.9
1980-81,297080.8,248721.56,219951.76,23516.68,119747.08,314976.12
1980-81,297343.1,248952.42,220279.82,23573.76,119929.06,315288.34
1980-81,297605.4,249183.28,220607.88,23630.84,120111.04,315600.56
1980-81,297867.7,249414.14,220935.94,23687.92,120293.02,315912.78
1981-82,298130.0,249645.0,221264.0,23745.0,120475.0,316225.0
1981-82,298130.0,249645.0,221264.0,23745.0,120475.0,316225.0
1981-82,298113.26,249638.02,221326.76,23801.48,120554.22,316676.12
1981-82,298096.52,249631.04,221389.52,23857.96,120633.44,317127.24
1981-82,298079.78,249624.06,221452.28,23914.44,120712.66,317578.36
1981-82,298063.04,249617.08,221515.04,23970.92,120791.88,318029.48
1981-82,298046.3,249610.1,221577.8,24027.4,120871.1,318480.6
1981-82,298029.56,249603.12,221640.56,24083.88,120950.32,318931.72
1981-82,298012.82,249596.14,221703.32,24140.36,121029.54,319382.84
1981-82,297996.08,249589.16,221766.08,24196.84,121108.76,319833.96
1981-82,297979.34,249582.18,221828.84,24253.32,121187.98,320285.08
1981-82,297962.6,249575.2,221891.6,24309.8,121267.2,320736.2
1981-82,297945.86,249568.22,221954.36,24366.28,121346.42,321187.32
1981-82,297929.12,249561.24,222017.12,24422.76,121425.64,321638.44
1981-82,297912.38,249554.26,222079.88,24479.24,121504.86,322089.56
1981-82,297895.64,249547.28,222142.64,24535.72,121584.08,322540.68
1981-82,297878.9,249540.3,222205.4,24592.2,121663.3,322991.8
1981-82,297862.16,249533.32,222268.16,24648.68,121742.52,323442.92
1981-82,297845.42,249526.34,222330.92,24705.16,121821.74,323894.04
1981-82,297828.68,249519.36,222393.68,24761.64,121900.96,324345.16
1981-82,297811.94,249512.38,222456.44,24818.12,121980.18,324796.28
1981-82,297795.2,249505.4,222519.2,24874.6,122059.4,325247.4
1981-82,297778.46,249498.42,222581.96,24931.08,122138.62,325698.52
1981-82,297761.72,249491.44,222644.72,24987.56,122217.84,326149.64
1981-82,297744.98,249484.46,222707.48,25044.04,122297.06,326600.76
1981-82,297728.24,249477.48,222770.24,25100.52,122376.28,327051.88
1981-82,297711.5,249470.5,222833.0,25157.0,122455.5,327503.0
1981-82,297694.76,249463.52,222895.76,25213.48,122534.72,327954.12
1981-82,297678.02,249456.54,222958.52,25269.96,122613.94,328405.24
1981-82,297661.28,249449.56,223021.28,25326.44,122693.16,328856.36
1981-82,297644.54,249442.58,223084.04,25382.92,122772.38,329307.48
1981-82,297627.8,249435.6,223146.8,25439.4,122851.6,329758.6
1981-82,297611.06,249428.62,223209.56,25495.88,122930.82,330209.72
1981-82,297594.32,249421.64,223272.32,25552.36,123010.04,330660.84
1981-82,297577.58,249414.66,223335.08,25608.84,123089.26,331111.96
1981-82,297560.84,249407.68,223397.84,25665.32,123168.48,331563.08
1981-82,297544.1,249400.7,223460.6,25721.8,123247.7,332014.2
1981-82,297527.36,249393.72,223523.36,25778.28,123326.92,332465.32
1981-82,297510.62,249386.74,223586.12,25834.76,123406.14,332916.44
1981-82,297493.88,249379.76,223648.88,25891.239999999998,123485.36,333367.56
1981-82,297477.14,249372.78,223711.64,25947.72,123564.58,333818.68
1981-82,297460.4,249365.8,223774.4,26004.2,123643.8,334269.8
1981-82,297443.66,249358.82,223837.16,26060.68,123723.02,334720.92
1981-82,297426.92,249351.84,223899.92,26117.16,123802.24,335172.04
1981-82,297410.18,249344.86,223962.68,26173.64,123881.46,335623.16
1981-82,297393.44,249337.88,224025.44,26230.12,123960.68,336074.28
1981-82,297376.7,249330.9,224088.2,26286.6,124039.9,336525.4
1981-82,297359.96,249323.92,224150.96,26343.08,124119.12,336976.52
1981-82,297343.22,249316.94,224213.72,26399.56,124198.34,337427.64
1981-82,297326.48,249309.96,224276.48,26456.04,124277.56,337878.76
1981-82,297309.74,249302.98,224339.24,26512.52,124356.78,338329.88
1982-83,297293.0,249296.0,224402.0,26569.0,124436.0,338781.0
1982-83,297293.0,249296.0,224402.0,26569.0,124436.0,338781.0
1982-83,297894.78,249832.16,224755.46,26584.38,124690.64,339168.52
1982-83,298496.56,250368.32,225108.92,26599.76,124945.28,339556.04
1982-83,299098.34,250904.48,225462.38,26615.14,125199.92,339943.56
1982-83,299700.12,251440.64,225815.84,26630.52,125454.56,340331.08
1982-83,300301.9,251976.8,226169.3,26645.9,125709.2,340718.6
1982-83,300903.68,252512.96,226522.76,26661.28,125963.84,341106.12
1982-83,301505.46,253049.12,226876.22,26676.66,126218.48,341493.64
1982-83,302107.24,253585.28,227229.68,26692.04,126473.12,341881.16
1982-83,302709.02,254121.44,227583.14,26707.42,126727.76,342268.68
1982-83,303310.8,254657.6,227936.6,26722.8,126982.4,342656.2
1982-83,303912.58,255193.76,228290.06,26738.18,127237.04,343043.72
1982-83,304514.36,255729.92,228643.52,26753.56,127491.68,343431.24
1982-83,305116.14,256266.08,228996.98,26768.94,127746.32,343818.76
1982-83,305717.92,256802.24,229350.44,26784.32,128000.96,344206.28
1982-83,306319.7,257338.4,229703.9,26799.7,128255.6,344593.8
1982-83,306921.48,257874.56,230057.36,26815.08,128510.24,344981.32
1982-83,307523.26,258410.72,230410.82,26830.46,128764.88,345368.84
1982-83,308125.04,258946.88,230764.28,26845.84,129019.52,345756.36
1982-83,308726.82,259483.04,231117.74,26861.22,129274.16,346143.88
1982-83,309328.6,260019.2,231471.2,26876.6,129528.8,346531.4
1982-83,309930.38,260555.36,231824.66,26891.98,129783.44,346918.92
1982-83,310532.16,261091.52,232178.12,26907.36,130038.08,347306.44
1982-83,311133.94,261627.68,232531.58,26922.74,130292.72,347693.96
1982-83,311735.72,262163.84,232885.04,26938.12,130547.36,348081.48
1982-83,312337.5,262700.0,233238.5,26953.5,130802.0,348469.0
1982-83,312939.28,263236.16,233591.96,26968.88,131056.64,348856.52
1982-83,313541.06,263772.32,233945.42,26984.26,131311.28,349244.04
1982-83,314142.84,264308.48,234298.88,26999.64,131565.92,349631.56
1982-83,314744.62,264844.64,234652.34,27015.02,131820.56,350019.08
1982-83,315346.4,265380.8,235005.8,27030.4,132075.2,350406.6
1982-83,315948.18,265916.96,235359.26,27045.78,132329.84,350794.12
1982-83,316549.96,266453.12,235712.72,27061.16,132584.48,351181.64
1982-83,317151.74,266989.28,236066.18,27076.54,132839.12,351569.16
1982-83,317753.52,267525.44,236419.64,27091.92,133093.76,351956.68
1982-83,318355.3,268061.6,236773.1,27107.3,133348.4,352344.2
1982-83,318957.08,268597.76,237126.56,27122.68,133603.04,352731.72
1982-83,319558.86,269133.92,237480.02,27138.06,133857.68,353119.24
1982-83,320160.64,269670.08,237833.48,27153.44,134112.32,353506.76
1982-83,320762.42,270206.24,238186.94,27168.82,134366.96,353894.28
1982-83,321364.2,270742.4,238540.4,27184.2,134621.6,354281.8
1982-83,321965.98,271278.56,238893.86,27199.58,134876.24,354669.32
1982-83,322567.76,271814.72,239247.32,27214.96,135130.88,355056.84
1982-83,323169.54,272350.88,239600.78,27230.34,135385.52,355444.36
1982-83,323771.32,272887.04,239954.24,27245.72,135640.16,355831.88
1982-83,324373.1,273423.2,240307.7,27261.1,135894.8,356219.4
1982-83,324974.88,273959.36,240661.16,27276.48,136149.44,356606.92
1982-83,325576.66,274495.52,241014.62,27291.86,136404.08,356994.44
1982-83,326178.44,275031.68,241368.08,27307.24,136658.72,357381.96
1982-83,326780.22,275567.84,241721.54,27322.62,136913.36,357769.48
1983-84,327382.0,276104.0,242075.0,27338.0,137168.0,358157.0
1983-84,327382.0,276104.0,242075.0,27338.0,137168.0,358157.0
1983-84,327485.78,276185.92,242272.34,27344.4,137283.44,358594.04
1983-84,327589.56,276267.84,242469.68,27350.8,137398.88,359031.08
1983-84,327693.34,276349.76,242667.02,27357.2,137514.32,359468.12
1983-84,327797.12,276431.68,242864.36,27363.6,137629.76,359905.16
1983-84,327900.9,276513.6,243061.7,27370.0,137745.2,360342.2
1983-84,328004.68,276595.52,243259.04,27376.4,137860.64,360779.24
1983-84,328108.46,276677.44,243456.38,27382.8,137976.08,361216.28
1983-84,328212.24,276759.36,243653.72,27389.2,138091.52,361653.32
1983-84,328316.02,276841.28,243851.06,27395.6,138206.96,362090.36
1983-84,328419.8,276923.2,244048.4,27402.0,138322.4,362527.4
1983-84,328523.58,277005.12,244245.74,27408.4,138437.84,362964.44
1983-84,328627.36,277087.04,244443.08,27414.8,138553.28,363401.48
1983-84,328731.14,277168.96,244640.42,27421.2,138668.72,363838.52
1983-84,328834.92,277250.88,244837.76,27427.6,138784.16,364275.56
1983-84,328938.7,277332.8,245035.1,27434.0,138899.6,364712.6
1983-84,329042.48,277414.72,245232.44,27440.4,139015.04,365149.64
1983-84,329146.26,277496.64,245429.78,27446.8,139130.48,365586.68
1983-84,329250.04,277578.56,245627.12,27453.2,139245.92,366023.72
1983-84,329353.82,277660.48,245824.46,27459.6,139361.36,366460.76
1983-84,329457.6,277742.4,246021.8,27466.0,139476.8,366897.8
1983-84,329561.38,277824.32,246219.14,27472.4,139592.24,367334.84
1983-84,329665.16,277906.24,246416.48,27478.8,139707.68,367771.88
1983-84,329768.94,277988.16,246613.82,27485.2,139823.12,368208.92
1983-84,329872.72,278070.08,246811.16,27491.6,139938.56,368645.96
1983-84,329976.5,278152.0,247008.5,27498.0,140054.0,369083.0
1983-84,330080.28,278233.92,247205.84,27504.4,140169.44,369520.04
1983-84,330184.06,278315.84,247403.18,27510.8,140284.88,369957.08
1983-84,330287.84,278397.76,247600.52,27517.2,140400.32,370394.12
1983-84,330391.62,278479.68,247797.86,27523.6,140515.76,370831.16
1983-84,330495.4,278561.6,247995.2,27530.0,140631.2,371268.2
1983-84,330599.18,278643.52,248192.54,27536.4,140746.64,371705.24
1983-84,330702.96,278725.44,248389.88,27542.8,140862.08,372142.28
1983-84,330806.74,278807.36,248587.22,27549.2,140977.52,372579.32
1983-84,330910.52,278889.28,248784.56,27555.6,141092.96,373016.36
1983-84,331014.3,278971.2,248981.9,27562.0,141208.4,373453.4
1983-84,331118.08,279053.12,249179.24,27568.4,141323.84,373890.44
1983-84,331221.86,279135.04,249376.58,27574.8,141439.28,374327.48
1983-84,331325.64,279216.96,249573.92,27581.2,141554.72,374764.52
1983-84,331429.42,279298.88,249771.26,27587.6,141670.16,375201.56
1983-84,331533.2,279380.8,249968.6,27594.0,141785.6,375638.6
1983-84,331636.98,279462.72,250165.94,27600.4,141901.04,376075.64
1983-84,331740.76,279544.64,250363.28,27606.8,142016.48,376512.68
1983-84,331844.54,279626.56,250560.62,27613.2,142131.92,376949.72
1983-84,331948.32,279708.48,250757.96,27619.6,142247.36,377386.76
1983-84,332052.1,279790.4,250955.3,27626.0,142362.8,377823.8
1983-84,332155.88,279872.32,251152.64,27632.4,142478.24,378260.84
1983-84,332259.66,279954.24,251349.98,27638.8,142593.68,378697.88
1983-84,332363.44,280036.16,251547.32,27645.2,142709.12,379134.92
1983-84,332467.22,280118.08,251744.66,27651.6,142824.56,379571.96
1984-85,332571.0,280200.0,251942.0,27658.0,142940.0,380009.0
1984-85,332571.0,280200.0,251942.0,27658.0,142940.0,380009.0
1984-85,332591.9,280210.94,252162.86,27688.18,143031.12,380592.06
1984-85,332612.8,280221.88,252383.72,27718.36,143122.24,381175.12
1984-85,332633.7,280232.82,252604.58,27748.54,143213.36,381758.18
1984-85,332654.6,280243.76,252825.44,27778.72,143304.48,382341.24
1984-85,332675.5,280254.7,253046.3,27808.9,143395.6,382924.3
1984-85,332696.4,280265.64,253267.16,27839.08,143486.72,383507.36
1984-85,332717.3,280276.58,253488.02,27869.26,143577.84,384090.42
1984-85,332738.2,280287.52,253708.88,27899.44,143668.96,384673.48
1984-85,332759.1,280298.46,253929.74,27929.62,143760.08,385256.54
1984-85,332780.0,280309.4,254150.6,27959.8,143851.2,385839.6
1984-85,332800.9,280320.34,254371.46,27989.98,143942.32,386422.66
1984-85,332821.8,280331.28,254592.32,28020.16,144033.44,387005.72
1984-85,332842.7,280342.22,254813.18,28050.34,144124.56,387588.78
1984-85,332863.6,280353.16,255034.04,28080.52,144215.68,388171.84
1984-85,332884.5,280364.1,255254.9,28110.7,144306.8,388754.9
1984-85,332905.4,280375.04,255475.76,28140.88,144397.92,389337.96
1984-85,332926.3,280385.98,255696.62,28171.06,144489.04,389921.02
1984-85,332947.2,280396.92,255917.48,28201.24,144580.16,390504.08
1984-85,332968.1,280407.86,256138.34,28231.42,144671.28,391087.14
1984-85,332989.0,280418.8,256359.2,28261.6,144762.4,391670.2
1984-85,333009.9,280429.74,256580.06,28291.78,144853.52,392253.26
1984-85,333030.8,280440.68,256800.92,28321.96,144944.64,392836.32
1984-85,333051.7,280451.62,257021.78,28352.14,145035.76,393419.38
1984-85,333072.6,280462.56,257242.64,28382.32,145126.88,394002.44
1984-85,333093.5,280473.5,257463.5,28412.5,145218.0,394585.5
1984-85,333114.4,280484.44,257684.36,28442.68,145309.12,395168.56
1984-85,333135.3,280495.38,257905.22,28472.86,145400.24,395751.62
1984-85,333156.2,280506.32,258126.08,28503.04,145491.36,396334.68
1984-85,333177.1,280517.26,258346.94,28533.22,145582.48,396917.74
1984-85,333198.0,280528.2,258567.8,28563.4,145673.6,397500.8
1984-85,333218.9,280539.14,258788.66,28593.58,145764.72,398083.86
1984-85,333239.8,280550.08,259009.52,28623.76,145855.84,398666.92
1984-85,333260.7,280561.02,259230.38,28653.94,145946.96,399249.98
1984-85,333281.6,280571.96,259451.24,28684.12,146038.08,399833.04
1984-85,333302.5,280582.9,259672.1,28714.3,146129.2,400416.1
1984-85,333323.4,280593.84,259892.96,28744.48,146220.32,400999.16
1984-85,333344.3,280604.78,260113.82,28774.66,146311.44,401582.22
1984-85,333365.2,280615.72,260334.68,28804.84,146402.56,402165.28
1984-85,333386.1,280626.66,260555.54,28835.02,146493.68,402748.33999999997
1984-85,333407.0,280637.6,260776.4,28865.2,146584.8,403331.4
1984-85,333427.9,280648.54,260997.26,28895.38,146675.92,403914.46
1984-85,333448.8,280659.48,261218.12,28925.56,146767.04,404497.52
1984-85,333469.7,280670.42,261438.98,28955.74,146858.16,405080.58
1984-85,333490.6,280681.36,261659.84,28985.92,146949.28,405663.64
1984-85,333511.5,280692.3,261880.7,29016.1,147040.4,406246.7
1984-85,333532.4,280703.24,262101.56,29046.28,147131.52,406829.76
1984-85,333553.3,280714.18,262322.42,29076.46,147222.64,407412.82
1984-85,333574.2,280725.12,262543.28,29106.64,147313.76,407995.88
1984-85,333595.1,280736.06,262764.14,29136.82,147404.88,408578.94
1985-86,333616.0,280747.0,262985.0,29167.0,147496.0,409162.0
1985-86,333616.0,280747.0,262985.0,29167.0,147496.0,409162.0
1985-86,333588.68,280725.04,263287.78,29238.44,147658.08,409783.28
1985-86,333561.36,280703.08,263590.56,29309.88,147820.16,410404.56
1985-86,333534.04,280681.12,263893.34,29381.32,147982.24,411025.84
1985-86,333506.72,280659.16,264196.12,29452.76,148144.32,411647.12
1985-86,333479.4,280637.2,264498.9,29524.2,148306.4,412268.4
1985-86,333452.08,280615.24,264801.68,29595.64,148468.48,412889.68
1985-86,333424.76,280593.28,265104.46,29667.08,148630.56,413510.96
1985-86,333397.44,280571.32,265407.24,29738.52,148792.64,414132.24
1985-86,333370.12,280549.36,265710.02,29809.96,148954.72,414753.52
1985-86,333342.8,280527.4,266012.8,29881.4,149116.8,415374.8
1985-86,333315.48,280505.44,266315.58,29952.84,149278.88,415996.08
1985-86,333288.16,280483.48,266618.36,30024.28,149440.96,416617.36
1985-86,333260.84,280461.52,266921.14,30095.72,149603.04,417238.64
1985-86,333233.52,280439.56,267223.92,30167.16,149765.12,417859.92
1985-86,333206.2,280417.6,267526.7,30238.6,149927.2,418481.2
1985-86,333178.88,280395.64,267829.48,30310.04,150089.28,419102.48
1985-86,333151.56,280373.68,268132.26,30381.48,150251.36,419723.76
1985-86,333124.24,280351.72,268435.04,30452.92,150413.44,420345.04
1985-86,333096.92,280329.76,268737.82,30524.36,150575.52,420966.32
1985-86,333069.6,280307.8,269040.6,30595.8,150737.6,421587.6
1985-86,333042.28,280285.84,269343.38,30667.24,150899.68,422208.88
1985-86,333014.96,280263.88,269646.16,30738.68,151061.76,422830.16
1985-86,332987.64,280241.92,269948.94,30810.12,151223.84,423451.44
1985-86,332960.32,280219.96,270251.72,30881.56,151385.92,424072.72
1985-86,332933.0,280198.0,270554.5,30953.0,151548.0,424694.0
1985-86,332905.68,280176.04,270857.28,31024.44,151710.08,425315.28
1985-86,332878.36,280154.08,271160.06,31095.88,151872.16,425936.56
1985-86,332851.04,280132.12,271462.84,31167.32,152034.24,426557.84
1985-86,332823.72,280110.16,271765.62,31238.76,152196.32,427179.12
1985-86,332796.4,280088.2,272068.4,31310.2,152358.4,427800.4
1985-86,332769.08,280066.24,272371.18,31381.64,152520.48,428421.68
1985-86,332741.76,280044.28,272673.96,31453.08,152682.56,429042.96
1985-86,332714.44,280022.32,272976.74,31524.52,152844.64,429664.24
1985-86,332687.12,280000.36,273279.52,31595.96,153006.72,430285.52
1985-86,332659.8,279978.4,273582.3,31667.4,153168.8,430906.8
1985-86,332632.48,279956.44,273885.08,31738.84,153330.88,431528.08
1985-86,332605.16,279934.48,274187.86,31810.28,153492.96,432149.36
1985-86,332577.84,279912.52,274490.64,31881.72,153655.04,432770.64
1985-86,332550.52,279890.56,274793.42,31953.16,153817.12,433391.92
1985-86,332523.2,279868.6,275096.2,32024.6,153979.2,434013.2
1985-86,332495.88,279846.64,275398.98,32096.04,154141.28,434634.48
1985-86,332468.56,279824.68,275701.76,32167.48,154303.36,435255.76
1985-86,332441.24,279802.72,276004.54,32238.92,154465.44,435877.04
1985-86,332413.92,279780.76,276307.32,32310.36,154627.52,436498.32
1985-86,332386.6,279758.8,276610.1,32381.8,154789.6,437119.6
1985-86,332359.28,279736.84,276912.88,32453.239999999998,154951.68,437740.88
1985-86,332331.96,279714.88,277215.66,32524.68,155113.76,438362.16
1985-86,332304.64,279692.92,277518.44,32596.12,155275.84,438983.44
1985-86,332277.32,279670.96,277821.22,32667.56,155437.92,439604.72
1986-87,332250.0,279649.0,278124.0,32739.0,155600.0,440226.0
1986-87,332250.0,279649.0,278124.0,32739.0,155600.0,440226.0
1986-87,332144.5,279552.42,278433.82,32763.7,155774.28,440785.5
1986-87,332039.0,279455.84,278743.64,32788.4,155948.56,441345.0
1986-87,331933.5,279359.26,279053.46,32813.1,156122.84,441904.5
1986-87,331828.0,279262.68,279363.28,32837.8,156297.12,442464.0
1986-87,331722.5,279166.1,279673.1,32862.5,156471.4,443023.5
1986-87,331617.0,279069.52,279982.92,32887.2,156645.68,443583.0
1986-87,331511.5,278972.94,280292.74,32911.9,156819.96,444142.5
1986-87,331406.0,278876.36,280602.56,32936.6,156994.24,444702.0
1986-87,331300.5,278779.78,280912.38,32961.3,157168.52,445261.5
1986-87,331195.0,278683.2,281222.2,32986.0,157342.8,445821.0
1986-87,331089.5,278586.62,281532.02,33010.7,157517.08,446380.5
1986-87,330984.0,278490.04,281841.84,33035.4,157691.36,446940.0
1986-87,330878.5,278393.46,282151.66,33060.1,157865.64,447499.5
1986-87,330773.0,278296.88,282461.48,33084.8,158039.92,448059.0
1986-87,330667.5,278200.3,282771.3,33109.5,158214.2,448618.5
1986-87,330562.0,278103.72,283081.12,33134.2,158388.48,449178.0
1986-87,330456.5,278007.14,283390.94,33158.9,158562.76,449737.5
1986-87,330351.0,277910.56,283700.76,33183.6,158737.04,450297.0
1986-87,330245.5,277813.98,284010.58,33208.3,158911.32,450856.5
1986-87,330140.0,277717.4,284320.4,33233.0,159085.6,451416.0
1986-87,330034.5,277620.82,284630.22,33257.7,159259.88,451975.5
1986-87,329929.0,277524.24,284940.04,33282.4,159434.16,452535.0
1986-87,329823.5,277427.66,285249.86,33307.1,159608.44,453094.5
1986-87,329718.0,277331.08,285559.68,33331.8,159782.72,453654.0
1986-87,329612.5,277234.5,285869.5,33356.5,159957.0,454213.5
1986-87,329507.0,277137.92,286179.32,33381.2,160131.28,454773.0
1986-87,329401.5,277041.34,286489.14,33405.9,160305.56,455332.5
1986-87,329296.0,276944.76,286798.96,33430.6,160479.84,455892.0
1986-87,329190.5,276848.18,287108.78,33455.3,160654.12,456451.5
1986-87,329085.0,276751.6,287418.6,33480.0,160828.4,457011.0
1986-87,328979.5,276655.02,287728.42,33504.7,161002.68,457570.5
1986-87,328874.0,276558.44,288038.24,33529.4,161176.96,458130.0
1986-87,328768.5,276461.86,288348.06,33554.1,161351.24,458689.5
1986-87,328663.0,276365.28,288657.88,33578.8,161525.52,459249.0
1986-87,328557.5,276268.7,288967.7,33603.5,161699.8,459808.5
1986-87,328452.0,276172.12,289277.52,33628.2,161874.08,460368.0
1986-87,328346.5,276075.54,289587.34,33652.9,162048.36,460927.5
1986-87,328241.0,275978.96,289897.16,33677.6,162222.64,461487.0
1986-87,328135.5,275882.38,290206.98,33702.3,162396.92,462046.5
1986-87,328030.0,275785.8,290516.8,33727.0,162571.2,462606.0
1986-87,327924.5,275689.22,290826.62,33751.7,162745.48,463165.5
1986-87,327819.0,275592.64,291136.44,33776.4,162919.76,463725.0
1986-87,327713.5,275496.06,291446.26,33801.1,163094.04,464284.5
1986-87,327608.0,275399.48,291756.08,33825.8,163268.32,464844.0
1986-87,327502.5,275302.9,292065.9,33850.5,163442.6,465403.5
1986-87,327397.0,275206.32,292375.72,33875.2,163616.88,465963.0
1986-87,327291.5,275109.74,292685.54,33899.9,163791.16,466522.5
1986-87,327186.0,275013.16,292995.36,33924.6,163965.44,467082.0
1986-87,327080.5,274916.58,293305.18,33949.3,164139.72,467641.5
1987-88,326975.0,274820.0,293615.0,33974.0,164314.0,468201.0
1987-88,326975.0,274820.0,293615.0,33974.0,164314.0,468201.0
1987-88,327997.76,275745.88,294149.32,34083.88,164593.22,468851.46
1987-88,329020.52,276671.76,294683.64,34193.76,164872.44,469501.92
1987-88,330043.28,277597.64,295217.96,34303.64,165151.66,470152.38
1987-88,331066.04,278523.52,295752.28,34413.52,165430.88,470802.84
1987-88,332088.8,279449.4,296286.6,34523.4,165710.1,471453.3
1987-88,333111.56,280375.28,296820.92,34633.28,165989.32,472103.76
1987-88,334134.32,281301.16,297355.24,34743.16,166268.54,472754.22
1987-88,335157.08,282227.04,297889.56,34853.04,166547.76,473404.68
1987-88,336179.84,283152.92,298423.88,34962.92,166826.98,474055.14
1987-88,337202.6,284078.8,298958.2,35072.8,167106.2,474705.6
1987-88,338225.36,285004.68,299492.52,35182.68,167385.42,475356.06
1987-88,339248.12,285930.56,300026.84,35292.56,167664.64,476006.52
1987-88,340270.88,286856.44,300561.16,35402.44,167943.86,476656.98
1987-88,341293.64,287782.32,301095.48,35512.32,168223.08,477307.44
1987-88,342316.4,288708.2,301629.8,35622.2,168502.3,477957.9
1987-88,343339.16,289634.08,302164.12,35732.08,168781.52,478608.36
1987-88,344361.92,290559.96,302698.44,35841.96,169060.74,479258.82
1987-88,345384.68,291485.84,303232.76,35951.84,169339.96,479909.28
1987-88,346407.44,292411.72,303767.08,36061.72,169619.18,480559.74
1987-88,347430.2,293337.6,304301.4,36171.6,169898.4,481210.2
1987-88,348452.96,294263.48,304835.72,36281.48,170177.62,481860.66
1987-88,349475.72,295189.36,305370.04,36391.36,170456.84,482511.12
1987-88,350498.48,296115.24,305904.36,36501.24,170736.06,483161.58
1987-88,351521.24,297041.12,306438.68,36611.12,171015.28,483812.04
1987-88,352544.0,297967.0,306973.0,36721.0,171294.5,484462.5
1987-88,353566.76,298892.88,307507.32,36830.88,171573.72,485112.96
1987-88,354589.52,299818.76,308041.64,36940.76,171852.94,485763.42
1987-88,355612.28,300744.64,308575.96,37050.64,172132.16,486413.88
1987-88,356635.04,301670.52,309110.28,37160.52,172411.38,487064.34
1987-88,357657.8,302596.4,309644.6,37270.4,172690.6,487714.8
1987-88,358680.56,303522.28,310178.92,37380.28,172969.82,488365.26
1987-88,359703.32,304448.16,310713.24,37490.16,173249.04,489015.72
1987-88,360726.08,305374.04,311247.56,37600.04,173528.26,489666.18
1987-88,361748.83999999997,306299.92,311781.88,37709.92,173807.48,490316.64
1987-88,362771.6,307225.8,312316.2,37819.8,174086.7,490967.1
1987-88,363794.36,308151.68,312850.52,37929.68,174365.92,491617.56
1987-88,364817.12,309077.56,313384.84,38039.56,174645.14,492268.02
1987-88,365839.88,310003.44,313919.16000000003,38149.44,174924.36,492918.48
1987-88,366862.64,310929.32,314453.48,38259.32,175203.58000000002,493568.94
1987-88,367885.4,311855.2,314987.8,38369.2,175482.8,494219.4
1987-88,368908.16,312781.08,315522.12,38479.08,175762.02,494869.86
1987-88,369930.92,313706.96,316056.44,38588.96,176041.24,495520.32
1987-88,370953.68,314632.83999999997,316590.76,38698.84,176320.46,496170.78
1987-88,371976.44,315558.72,317125.08,38808.72,176599.68,496821.24
1987-88,372999.2,316484.6,317659.4,38918.6,176878.9,497471.7
1987-88,374021.96,317410.48,318193.72,39028.479999999996,177158.12,498122.16000000003
1987-88,375044.72,318336.36,318728.04,39138.36,177437.34,498772.62
1987-88,376067.48,319262.24,319262.36,39248.24,177716.56,499423.08
1987-88,377090.24,320188.12,319796.68,39358.12,177995.78,500073.54
1988-89,378113.0,321114.0,320331.0,39468.0,178275.0,500724.0
1988-89,378113.0,321114.0,320331.0,39468.0,178275.0,500724.0
1988-89,378202.92,321139.4,320862.9,39527.96,178590.16,501613.18
1988-89,378292.84,321164.8,321394.8,39587.92,178905.32,502502.36
1988-89,378382.76,321190.2,321926.7,39647.88,179220.48,503391.54
1988-89,378472.68,321215.6,322458.6,39707.84,179535.64,504280.72
1988-89,378562.6,321241.0,322990.5,39767.8,179850.8,505169.9
1988-89,378652.52,321266.4,323522.4,39827.76,180165.96,506059.08
1988-89,378742.44,321291.8,324054.3,39887.72,180481.12,506948.26
1988-89,378832.36,321317.2,324586.2,39947.68,180796.28,507837.44
1988-89,378922.28,321342.6,325118.1,40007.64,181111.44,508726.62
1988-89,379012.2,321368.0,325650.0,40067.6,181426.6,509615.8
1988-89,379102.12,321393.4,326181.9,40127.56,181741.76,510504.98
1988-89,379192.04,321418.8,326713.8,40187.52,182056.92,511394.16
1988-89,379281.96,321444.2,327245.7,40247.48,182372.08,512283.34
1988-89,379371.88,321469.6,327777.6,40307.44,182687.24,513172.52
1988-89,379461.8,321495.0,328309.5,40367.4,183002.4,514061.7
1988-89,379551.72,321520.4,328841.4,40427.36,183317.56,514950.88
1988-89,379641.64,321545.8,329373.3,40487.32,183632.72,515840.06
1988-89,379731.56,321571.2,329905.2,40547.28,183947.88,516729.24
1988-89,379821.48,321596.6,330437.1,40607.24,184263.04,517618.42
1988-89,379911.4,321622.0,330969.0,40667.2,184578.2,518507.6
1988-89,380001.32,321647.4,331500.9,40727.16,184893.36,519396.78
1988-89,380091.24,321672.8,332032.8,40787.12,185208.52,520285.96
1988-89,380181.16,321698.2,332564.7,40847.08,185523.68,521175.14
1988-89,380271.08,321723.6,333096.6,40907.04,185838.84,522064.32
1988-89,380361.0,321749.0,333628.5,40967.0,186154.0,522953.5
1988-89,380450.92,321774.4,334160.4,41026.96,186469.16,523842.68
1988-89,380540.84,321799.8,334692.3,41086.92,186784.32,524731.86
1988-89,380630.76,321825.2,335224.2,41146.88,187099.48,525621.04
1988-89,380720.68,321850.6,335756.1,41206.84,187414.64,526510.22
